order_id,order_date,region,category,product,sales_rep,quantity,unit_price,discount,revenue,cost
ORD-1268,2024-01-23,West,Furniture,Bookshelf,Chen Wu,1,1122.52,0.1,1010.27,476.76
ORD-1269,2024-03-06,West,Clothing,T-Shirt,Ben Lee,2,1479.41,0.05,2810.88,1291.66
ORD-1270,2024-05-18,West,Clothing,Sneakers,Dara Patel,6,1489.39,0.05,8489.52,4962.64
ORD-1271,2024-03-23,Central,Clothing,Hat,Dara Patel,3,985.5,0,2956.5,1435.65
ORD-1272,2025-06-25,Central,Electronics,Phone,Dara Patel,1,1137.93,0,1137.93,670.13
ORD-1273,2025-06-28,North,Furniture,Chair,Ana Cruz,4,699.03,0,2796.12,1489.48
ORD-1274,2025-11-07,North,Furniture,Lamp,Dara Patel,1,372.39,0,372.39,178.85
ORD-1275,2025-09-04,Central,Clothing,T-Shirt,Ben Lee,4,1114.7,0.05,4235.86,2463.95
ORD-1276,2024-02-27,Central,Electronics,Monitor,Eli Khan,5,362.73,0.15,1541.6,960.16
ORD-1277,2025-11-19,West,Furniture,Chair,Chen Wu,5,1316.24,0.15,5594.02,3392.08
ORD-1278,2024-10-08,North,Electronics,Monitor,Chen Wu,3,944.6,0.05,2692.11,1660.37
ORD-1279,2025-10-20,West,Clothing,Sneakers,Ben Lee,6,1049.02,0.05,5979.41,2958.4
ORD-1280,2025-07-04,West,Furniture,Chair,Ana Cruz,4,461.59,0.15,1569.41,774.2
ORD-1281,2025-07-29,North,Furniture,Sofa,Dara Patel,3,591.8,0,1775.4,907.23
ORD-1282,2025-01-14,Central,Electronics,Monitor,Ana Cruz,4,91.53,0.05,347.81,226.81
ORD-1283,2024-03-15,East,Electronics,Monitor,Ana Cruz,4,726.9,0.2,2326.08,1679.69
ORD-1284,2024-08-04,South,Electronics,Laptop,Dara Patel,8,1372.95,0.15,9336.06,5894.05
ORD-1285,2024-09-02,East,Clothing,Jacket,Chen Wu,5,580.28,0.1,2611.26,1683.26
ORD-1286,2025-01-03,East,Clothing,Sneakers,Ben Lee,8,161.43,0.15,1097.72,648.58
ORD-1287,2025-01-14,North,Furniture,Sofa,Chen Wu,1,850.35,0,850.35,571.75
ORD-1288,2025-07-20,West,Clothing,Hat,Eli Khan,7,453.36,0,3173.52,1742.13
ORD-1289,2024-09-08,West,Furniture,Lamp,Dara Patel,6,397.13,0.2,1906.22,1137.22
ORD-1290,2024-06-21,Central,Clothing,Jacket,Fei Lin,3,222.84,0.1,601.67,358.89
ORD-1291,2024-03-01,North,Clothing,T-Shirt,Dara Patel,2,1418.6,0.15,2411.62,1120.33
ORD-1292,2024-05-20,West,Clothing,Jeans,Chen Wu,2,1065.15,0,2130.3,1098.42
ORD-1293,2024-03-02,Central,Clothing,Hat,Dara Patel,8,994.04,0,7952.32,3594.32
ORD-1294,2024-01-13,West,Electronics,Monitor,Ben Lee,5,810.57,0,4052.85,1844.63
ORD-1295,2024-04-19,East,Electronics,Monitor,Chen Wu,3,372.84,0.1,1006.67,611.99
ORD-1296,2025-02-10,South,Electronics,Tablet,Chen Wu,7,696.61,0,4876.27,3642.91
ORD-1297,2025-12-01,North,Electronics,Laptop,Fei Lin,2,616.84,0.05,1172.0,721.73
ORD-1298,2024-01-10,East,Clothing,Jeans,Eli Khan,2,757.29,0.05,1438.85,925.86
ORD-1299,2024-04-07,Central,Clothing,T-Shirt,Dara Patel,4,328.95,0.2,1052.64,692.31
ORD-1300,2024-10-04,South,Electronics,Laptop,Chen Wu,5,1350.48,0.1,6077.16,3934.55
ORD-1301,2024-01-17,North,Electronics,Monitor,Chen Wu,3,1132.1,0.15,2886.85,2010.03
ORD-1302,2024-06-15,South,Clothing,Jeans,Fei Lin,7,1020.4,0.1,6428.52,3532.59
ORD-1303,2024-03-21,East,Clothing,Jacket,Eli Khan,1,160.06,0,160.06,112.3
ORD-1304,2025-09-20,West,Clothing,Sneakers,Dara Patel,6,58.99,0,353.94,242.47
ORD-1305,2024-08-21,West,Furniture,Lamp,Ana Cruz,7,656.29,0.15,3904.93,2443.56
ORD-1306,2025-09-25,South,Furniture,Chair,Fei Lin,2,136.83,0,273.66,154.34
ORD-1307,2025-02-02,East,Furniture,Bookshelf,Ana Cruz,2,150.91,0,301.82,176.09
ORD-1308,2024-05-15,North,Electronics,Phone,Ana Cruz,7,681.53,0.1,4293.64,2592.21
ORD-1309,2024-04-01,West,Furniture,Lamp,Ana Cruz,2,901.43,0.2,1442.29,789.41
ORD-1310,2024-10-25,South,Furniture,Sofa,Eli Khan,2,1091.39,0.1,1964.5,1417.51
ORD-1311,2025-06-17,South,Electronics,Headphones,Ana Cruz,3,221.18,0,663.54,352.02
ORD-1312,2024-06-20,East,Furniture,Bookshelf,Ben Lee,7,460.13,0.2,2576.73,1218.99
ORD-1313,2025-10-02,West,Furniture,Lamp,Chen Wu,4,694.92,0,2779.68,1504.91
ORD-1314,2025-09-27,Central,Furniture,Bookshelf,Ben Lee,8,512.08,0.2,3277.31,2284.48
ORD-1315,2024-11-03,East,Furniture,Lamp,Chen Wu,4,726.33,0,2905.32,2148.11
ORD-1316,2025-10-10,West,Furniture,Lamp,Chen Wu,4,498.94,0,1995.76,1386.95
ORD-1317,2024-04-26,West,Clothing,Jeans,Fei Lin,3,1027.34,0.1,2773.82,1270.62
ORD-1318,2024-08-02,West,Furniture,Bookshelf,Ben Lee,2,1231.16,0.2,1969.86,1356.28
ORD-1319,2025-10-10,West,Furniture,Chair,Ana Cruz,5,993.11,0.15,4220.72,2435.1
ORD-1320,2025-04-04,Central,Clothing,Sneakers,Ana Cruz,7,808.54,0.2,4527.82,2977.1
ORD-1321,2025-01-03,East,Clothing,Hat,Ben Lee,2,177.41,0,354.82,229.67
ORD-1322,2025-10-24,West,Clothing,T-Shirt,Ana Cruz,7,1450.71,0,10154.97,7511.78
ORD-1323,2024-01-11,Central,Electronics,Tablet,Ben Lee,4,773.35,0.1,2784.06,1718.87
ORD-1324,2025-04-01,South,Furniture,Sofa,Chen Wu,8,1161.93,0.1,8365.9,5497.49
ORD-1325,2024-01-26,South,Furniture,Desk,Chen Wu,5,632.72,0,3163.6,1533.78
ORD-1326,2024-11-15,West,Furniture,Sofa,Fei Lin,4,788.86,0,3155.44,1870.7
ORD-1327,2025-04-08,East,Furniture,Desk,Fei Lin,5,81.35,0.15,345.74,167.52
ORD-1328,2024-04-21,Central,Clothing,Jeans,Dara Patel,4,781.25,0.1,2812.5,1400.74
ORD-1329,2025-04-18,North,Electronics,Headphones,Fei Lin,3,291.78,0.15,744.04,431.28
ORD-1330,2025-09-20,East,Electronics,Headphones,Fei Lin,7,592.42,0.15,3524.9,1813.35
ORD-1331,2024-03-05,East,Clothing,T-Shirt,Fei Lin,3,558.2,0,1674.6,983.43
ORD-1332,2025-05-16,East,Clothing,Jacket,Dara Patel,7,922.79,0.1,5813.58,2815.34
ORD-1333,2025-09-24,East,Electronics,Tablet,Ana Cruz,2,1013.08,0,2026.16,983.41
ORD-1334,2024-07-06,West,Furniture,Chair,Ben Lee,7,636.09,0,4452.63,2771.5
ORD-1335,2025-05-13,South,Clothing,Hat,Chen Wu,3,839.05,0.05,2391.29,1283.29
ORD-1336,2025-04-06,West,Clothing,T-Shirt,Eli Khan,6,1428.49,0.05,8142.39,3997.59
ORD-1337,2025-06-01,West,Clothing,Sneakers,Dara Patel,7,1031.77,0.05,6861.27,4549.32
ORD-1338,2024-06-20,East,Electronics,Monitor,Ben Lee,1,1196.88,0,1196.88,643.47
ORD-1339,2025-07-04,Central,Furniture,Chair,Eli Khan,8,854.99,0.2,5471.94,3719.69
ORD-1340,2024-04-25,Central,Clothing,T-Shirt,Ana Cruz,5,1166.04,0.2,4664.16,3485.38
ORD-1341,2025-03-27,South,Clothing,Jeans,Chen Wu,7,167.09,0.2,935.7,604.56
ORD-1342,2024-02-03,North,Furniture,Bookshelf,Ben Lee,6,1295.37,0,7772.22,4521.26
ORD-1343,2024-08-02,South,Clothing,Hat,Eli Khan,6,1293.66,0.1,6985.76,4469.71
ORD-1344,2024-05-22,Central,Electronics,Phone,Ben Lee,1,861.56,0.1,775.4,414.32
ORD-1345,2024-11-27,North,Clothing,Jacket,Ben Lee,5,865.51,0.2,3462.04,2092.2
ORD-1346,2025-02-25,East,Electronics,Tablet,Ben Lee,3,1056.62,0,3169.86,1663.87
ORD-1347,2025-11-23,West,Furniture,Sofa,Dara Patel,3,872.48,0,2617.44,1670.83
ORD-1348,2024-03-18,East,Clothing,T-Shirt,Dara Patel,7,780.69,0,5464.83,3598.1
ORD-1349,2025-05-14,West,Furniture,Lamp,Fei Lin,1,1305.33,0.2,1044.26,699.46
ORD-1350,2025-11-11,West,Clothing,Jacket,Ben Lee,2,1196.58,0.05,2273.5,1171.65
ORD-1351,2025-05-21,West,Furniture,Bookshelf,Chen Wu,5,516.57,0.1,2324.57,1137.13
ORD-1352,2025-11-29,North,Electronics,Laptop,Ben Lee,2,944.88,0.2,1511.81,888.75
ORD-1353,2025-03-27,East,Furniture,Desk,Ben Lee,7,315.44,0.15,1876.87,1356.64
ORD-1354,2024-10-07,South,Electronics,Tablet,Ana Cruz,5,137.39,0.15,583.91,421.08
ORD-1355,2025-02-09,North,Clothing,Jacket,Ben Lee,4,652.41,0,2609.64,1725.26
ORD-1356,2025-05-03,East,Electronics,Phone,Ana Cruz,4,786.37,0.05,2988.21,1353.02
ORD-1357,2025-03-08,North,Clothing,Jeans,Ana Cruz,8,120.18,0.05,913.37,435.49
ORD-1358,2024-11-16,South,Furniture,Bookshelf,Fei Lin,3,583.34,0.2,1400.02,946.34
ORD-1359,2025-11-24,South,Electronics,Laptop,Fei Lin,1,921.32,0,921.32,536.24
ORD-1360,2024-06-04,South,Furniture,Lamp,Ana Cruz,8,1292.04,0,10336.32,7431.59
ORD-1361,2025-08-26,South,Clothing,Sneakers,Chen Wu,6,1445.42,0,8672.52,5960.82
ORD-1362,2025-10-22,East,Electronics,Phone,Ben Lee,5,1171.77,0.15,4980.02,2281.08
ORD-1363,2025-06-14,South,Clothing,Hat,Dara Patel,4,1125.55,0,4502.2,2898.75
ORD-1364,2025-01-30,North,Electronics,Phone,Chen Wu,8,962.55,0,7700.4,4685.59
ORD-1365,2024-11-20,West,Electronics,Headphones,Ana Cruz,7,557.64,0.15,3317.96,1665.06
ORD-1366,2024-01-18,West,Clothing,T-Shirt,Eli Khan,1,404.35,0,404.35,293.87
ORD-1367,2024-10-20,Central,Clothing,Hat,Eli Khan,7,644.01,0.05,4282.67,2033.1
ORD-1368,2025-09-22,South,Electronics,Tablet,Eli Khan,2,475.21,0.1,855.38,621.24
ORD-1369,2024-11-30,South,Furniture,Lamp,Ana Cruz,2,475.6,0.05,903.64,604.52
ORD-1370,2024-09-07,South,Electronics,Headphones,Ana Cruz,2,688.26,0.1,1238.87,577.94
ORD-1371,2024-01-13,East,Clothing,Jeans,Ben Lee,1,258.29,0,258.29,156.76
ORD-1372,2025-01-15,West,Electronics,Tablet,Chen Wu,2,1160.57,0,2321.14,1277.8
ORD-1373,2025-06-20,West,Electronics,Tablet,Eli Khan,2,751.78,0.1,1353.2,755.14
ORD-1374,2024-06-19,North,Furniture,Chair,Ben Lee,5,1163.39,0.1,5235.26,3414.63
ORD-1375,2025-06-05,South,Electronics,Laptop,Ben Lee,1,378.16,0.05,359.25,200.89
ORD-1376,2024-02-06,East,Clothing,Sneakers,Chen Wu,4,492.88,0.05,1872.94,1357.43
ORD-1377,2024-03-20,Central,Clothing,Jacket,Ana Cruz,2,760.53,0,1521.06,766.32
ORD-1378,2025-02-14,Central,Electronics,Headphones,Dara Patel,5,1163.69,0,5818.45,3189.62
ORD-1379,2024-01-09,South,Furniture,Chair,Dara Patel,5,852.25,0,4261.25,2863.02
ORD-1380,2025-01-12,South,Clothing,Sneakers,Ben Lee,4,1102.71,0.1,3969.76,2692.07
ORD-1381,2024-01-07,North,Furniture,Desk,Chen Wu,4,819.19,0.15,2785.25,1954.89
ORD-1382,2024-01-02,West,Clothing,Sneakers,Dara Patel,5,169.36,0.1,762.12,567.73
ORD-1383,2024-03-02,Central,Electronics,Tablet,Dara Patel,2,80.19,0,160.38,115.34
ORD-1384,2025-01-16,North,Furniture,Desk,Eli Khan,2,765.56,0.15,1301.45,905.79
ORD-1385,2025-08-04,West,Electronics,Headphones,Fei Lin,3,366.61,0,1099.83,775.68
ORD-1386,2024-11-30,Central,Furniture,Sofa,Ana Cruz,5,361.91,0,1809.55,888.19
ORD-1387,2024-06-08,East,Electronics,Phone,Ben Lee,8,707.09,0.05,5373.88,2612.89
ORD-1388,2025-04-07,East,Furniture,Sofa,Fei Lin,5,1280.94,0,6404.7,3184.96
ORD-1389,2025-09-09,East,Electronics,Phone,Dara Patel,6,235.26,0.15,1199.83,629.27
ORD-1390,2025-06-09,West,Electronics,Tablet,Dara Patel,5,1232.83,0,6164.15,2831.35
ORD-1391,2025-07-23,South,Clothing,Hat,Ana Cruz,4,155.67,0,622.68,430.38
ORD-1392,2024-01-13,North,Electronics,Phone,Eli Khan,3,309.23,0.05,881.31,495.01
ORD-1393,2025-08-23,West,Furniture,Desk,Ben Lee,1,1495.78,0,1495.78,1078.08
ORD-1394,2024-04-04,Central,Furniture,Desk,Dara Patel,1,1414.29,0,1414.29,707.71
ORD-1395,2025-02-08,South,Furniture,Desk,Chen Wu,7,1029.57,0,7206.99,4008.41
ORD-1396,2024-10-13,East,Furniture,Chair,Dara Patel,1,926.95,0.1,834.26,436.93
ORD-1397,2025-02-25,South,Clothing,Sneakers,Fei Lin,1,145.27,0.05,138.01,67.79
ORD-1398,2025-06-22,West,Electronics,Monitor,Eli Khan,1,1484.26,0.2,1187.41,788.45
ORD-1399,2025-05-11,Central,Furniture,Lamp,Ben Lee,6,591.75,0,3550.5,1625.49
ORD-1400,2024-01-31,South,Furniture,Desk,Ben Lee,8,801.21,0.2,5127.74,3205.85
ORD-1401,2024-04-12,North,Electronics,Phone,Ben Lee,5,807.53,0.2,3230.12,2342.41
ORD-1402,2025-08-12,East,Furniture,Bookshelf,Eli Khan,3,276.51,0.1,746.58,407.19
ORD-1403,2024-01-29,West,Clothing,Jacket,Eli Khan,3,851.22,0,2553.66,1790.14
ORD-1404,2024-11-12,North,Electronics,Headphones,Eli Khan,1,149.03,0,149.03,93.96
ORD-1405,2025-05-04,East,Electronics,Tablet,Ana Cruz,4,1212.57,0,4850.28,3225.83
ORD-1406,2024-01-23,East,Electronics,Monitor,Ana Cruz,3,1164.93,0.2,2795.83,1699.55
ORD-1407,2025-01-17,South,Clothing,Sneakers,Fei Lin,2,514.79,0,1029.58,505.46
ORD-1408,2025-03-23,Central,Clothing,Sneakers,Chen Wu,6,273.69,0.1,1477.93,972.58
ORD-1409,2024-08-16,South,Clothing,Hat,Ben Lee,3,576.9,0.15,1471.09,965.84
ORD-1410,2024-01-02,North,Clothing,Hat,Ben Lee,7,1278.37,0.2,7158.87,5294.38
ORD-1411,2025-09-08,South,Furniture,Lamp,Chen Wu,4,964.88,0,3859.52,2821.33
ORD-1412,2024-03-20,East,Electronics,Tablet,Dara Patel,6,264.31,0,1585.86,1104.55
ORD-1413,2024-01-12,North,Furniture,Chair,Fei Lin,4,1044.37,0,4177.48,2201.52
ORD-1414,2024-01-02,West,Electronics,Headphones,Dara Patel,8,1102.89,0,8823.12,6311.76
ORD-1415,2024-12-25,South,Clothing,Sneakers,Ben Lee,2,1245.78,0.2,1993.25,1413.64
ORD-1416,2025-04-07,North,Electronics,Laptop,Chen Wu,5,44.82,0,224.1,164.83
ORD-1417,2024-06-23,Central,Furniture,Chair,Dara Patel,2,827.36,0,1654.72,912.39
ORD-1418,2024-02-01,South,Furniture,Chair,Dara Patel,7,248.3,0,1738.1,954.79
ORD-1419,2025-07-21,North,Clothing,Hat,Dara Patel,5,995.99,0,4979.95,2595.87
ORD-1420,2025-08-08,East,Clothing,Sneakers,Fei Lin,3,95.94,0,287.82,166.44
ORD-1421,2025-10-02,East,Clothing,Sneakers,Ana Cruz,4,159.03,0,636.12,318.85
ORD-1422,2025-04-29,Central,Electronics,Tablet,Dara Patel,7,714.35,0.15,4250.38,2250.58
ORD-1423,2024-07-08,West,Furniture,Sofa,Chen Wu,6,292.08,0,1752.48,927.04
ORD-1424,2024-08-19,North,Furniture,Lamp,Fei Lin,1,239.43,0.15,203.52,132.34
ORD-1425,2024-12-18,Central,Clothing,Sneakers,Dara Patel,4,837.1,0.2,2678.72,1516.51
ORD-1426,2025-07-02,North,Clothing,Sneakers,Eli Khan,4,722.25,0,2889.0,1642.23
ORD-1427,2025-08-07,South,Clothing,Hat,Ben Lee,3,193.62,0.2,464.69,271.71
ORD-1428,2024-07-16,South,Electronics,Laptop,Eli Khan,7,131.38,0.15,781.71,453.87
ORD-1429,2024-09-21,East,Furniture,Desk,Eli Khan,2,591.33,0.05,1123.53,691.66
ORD-1430,2025-04-14,Central,Electronics,Monitor,Eli Khan,7,182.09,0,1274.63,630.25
ORD-1431,2024-04-12,East,Electronics,Monitor,Dara Patel,2,1181.83,0.2,1890.93,1154.77
ORD-1432,2024-09-27,Central,Furniture,Sofa,Eli Khan,8,70.64,0,565.12,322.62
ORD-1433,2025-11-28,North,Clothing,Sneakers,Fei Lin,1,602.75,0,602.75,396.1
ORD-1434,2025-05-01,East,Furniture,Bookshelf,Dara Patel,1,516.73,0.2,413.38,223.6
ORD-1435,2024-04-10,East,Electronics,Phone,Chen Wu,5,1461.72,0.05,6943.17,4736.69
ORD-1436,2025-03-02,West,Clothing,T-Shirt,Eli Khan,4,670.95,0.2,2147.04,1228.43
ORD-1437,2025-01-17,South,Electronics,Monitor,Eli Khan,3,112.44,0.15,286.72,172.62
ORD-1438,2025-08-05,South,Electronics,Phone,Ana Cruz,4,1314.64,0,5258.56,3686.74
ORD-1439,2025-04-12,West,Electronics,Tablet,Fei Lin,4,421.86,0.2,1349.95,795.48
ORD-1440,2024-05-06,West,Clothing,T-Shirt,Eli Khan,4,568.11,0.1,2045.2,1194.05
ORD-1441,2025-07-18,North,Furniture,Bookshelf,Chen Wu,3,1258.92,0,3776.76,2548.14
ORD-1442,2024-01-29,South,Furniture,Desk,Fei Lin,3,1282.92,0.2,3079.01,2276.85
ORD-1443,2024-08-18,North,Clothing,Jeans,Dara Patel,5,982.61,0.1,4421.74,2016.38
ORD-1444,2024-05-15,East,Clothing,Jeans,Fei Lin,1,347.3,0.1,312.57,216.15
ORD-1445,2025-10-20,West,Furniture,Sofa,Chen Wu,7,1279.61,0.05,8509.41,4472.54
ORD-1446,2025-11-24,East,Clothing,Hat,Eli Khan,7,882.96,0,6180.72,3729.78
ORD-1447,2025-10-24,East,Clothing,Hat,Chen Wu,5,458.24,0,2291.2,1362.17
ORD-1448,2025-10-17,South,Furniture,Bookshelf,Eli Khan,5,989.34,0.15,4204.69,2269.01
ORD-1449,2024-09-03,North,Electronics,Monitor,Fei Lin,7,995.89,0.15,5925.55,2915.25
ORD-1450,2025-05-24,Central,Furniture,Bookshelf,Ben Lee,7,615.83,0.15,3664.19,1687.71
ORD-1451,2024-12-17,East,Clothing,Jeans,Ben Lee,8,1361.19,0.15,9256.09,5160.73
ORD-1452,2025-11-04,Central,Clothing,Jeans,Ben Lee,5,159.94,0,799.7,537.62
ORD-1453,2025-11-27,West,Furniture,Desk,Chen Wu,4,542.6,0.15,1844.84,1312.47
ORD-1454,2025-01-15,Central,Furniture,Lamp,Eli Khan,5,703.68,0,3518.4,2079.94
ORD-1455,2025-09-27,Central,Electronics,Headphones,Chen Wu,4,758.21,0.2,2426.27,1587.29
ORD-1456,2025-02-27,Central,Electronics,Phone,Dara Patel,3,1488.64,0,4465.92,2557.89
ORD-1457,2024-05-26,East,Furniture,Chair,Fei Lin,2,739.06,0.15,1256.4,937.26
ORD-1458,2024-02-29,South,Electronics,Headphones,Dara Patel,5,325.93,0.2,1303.72,652.62
ORD-1459,2024-03-31,West,Electronics,Monitor,Dara Patel,7,955.73,0.05,6355.6,3678.03
ORD-1460,2024-01-05,Central,Electronics,Monitor,Ben Lee,4,1100.03,0,4400.12,3157.53
ORD-1461,2024-01-19,North,Clothing,T-Shirt,Dara Patel,4,351.0,0,1404.0,763.25
ORD-1462,2025-05-30,East,Clothing,Jacket,Dara Patel,3,111.95,0,335.85,181.18
ORD-1463,2025-06-16,East,Clothing,Hat,Dara Patel,6,658.99,0.15,3360.85,2516.07
ORD-1464,2025-01-02,South,Electronics,Phone,Ben Lee,7,43.4,0,303.8,202.98
ORD-1465,2024-01-23,North,Clothing,Hat,Dara Patel,3,197.9,0.15,504.65,325.58
ORD-1466,2025-10-17,North,Furniture,Lamp,Ana Cruz,1,896.98,0,896.98,581.77
ORD-1467,2024-04-28,South,Furniture,Sofa,Ben Lee,7,198.54,0,1389.78,823.19
ORD-1468,2025-10-07,Central,Electronics,Tablet,Eli Khan,7,997.57,0.15,5935.54,3597.49
ORD-1469,2024-05-20,South,Furniture,Desk,Eli Khan,2,434.82,0.2,695.71,335.25
ORD-1470,2024-07-23,North,Furniture,Lamp,Eli Khan,4,546.51,0.05,2076.74,1118.54
ORD-1471,2025-05-23,North,Electronics,Headphones,Eli Khan,6,363.24,0,2179.44,1419.88
ORD-1472,2025-11-16,North,Furniture,Chair,Chen Wu,2,1172.6,0,2345.2,1564.41
ORD-1473,2025-10-21,South,Electronics,Headphones,Ana Cruz,5,407.23,0,2036.15,977.24
ORD-1474,2024-10-24,North,Furniture,Bookshelf,Ana Cruz,7,1111.73,0,7782.11,5489.3
ORD-1475,2024-05-21,East,Clothing,Jeans,Fei Lin,6,545.93,0.05,3111.8,2291.92
ORD-1476,2024-04-05,East,Furniture,Bookshelf,Dara Patel,3,184.04,0.05,524.51,387.45
ORD-1477,2025-05-04,South,Furniture,Chair,Ana Cruz,2,211.78,0.15,360.03,168.35
ORD-1478,2025-03-02,Central,Clothing,Sneakers,Ana Cruz,8,284.17,0.05,2159.69,1476.69
ORD-1479,2025-12-01,West,Clothing,Jeans,Ana Cruz,8,1381.79,0,11054.32,7917.97
ORD-1480,2024-03-05,Central,Furniture,Bookshelf,Fei Lin,1,1061.28,0.15,902.09,547.97
ORD-1481,2025-08-01,East,Electronics,Tablet,Fei Lin,2,657.78,0.15,1118.23,586.59
ORD-1482,2025-11-23,Central,Clothing,Sneakers,Ana Cruz,3,1260.96,0.1,3404.59,2443.2
ORD-1483,2024-01-12,West,Clothing,Jeans,Chen Wu,8,1280.03,0.2,8192.19,4092.99
ORD-1484,2024-09-03,West,Furniture,Bookshelf,Ben Lee,1,767.79,0.1,691.01,444.32
ORD-1485,2024-03-21,North,Furniture,Sofa,Dara Patel,8,145.71,0.05,1107.4,646.85
ORD-1486,2025-10-31,North,Electronics,Laptop,Eli Khan,7,627.32,0.1,3952.12,2429.49
ORD-1487,2025-09-25,East,Clothing,Jacket,Ana Cruz,4,987.08,0.05,3750.9,2757.31
ORD-1488,2024-08-16,North,Furniture,Bookshelf,Ana Cruz,8,1079.24,0,8633.92,5739.61
ORD-1489,2025-11-05,East,Electronics,Laptop,Eli Khan,6,542.38,0.15,2766.14,2045.09
ORD-1490,2025-06-18,West,Furniture,Desk,Ana Cruz,1,1346.86,0.05,1279.52,629.7
ORD-1491,2024-09-17,West,Clothing,Jeans,Ben Lee,4,194.31,0.2,621.79,353.1
ORD-1492,2024-12-12,North,Electronics,Headphones,Dara Patel,1,1391.04,0.2,1112.83,725.17
ORD-1493,2025-04-13,North,Clothing,Hat,Eli Khan,3,1446.32,0,4338.96,2642.9
ORD-1494,2025-03-19,South,Clothing,Sneakers,Ana Cruz,3,1042.35,0,3127.05,2092.46
ORD-1495,2025-01-31,Central,Clothing,Hat,Fei Lin,6,763.6,0.05,4352.52,2505.31
ORD-1496,2024-09-11,South,Furniture,Sofa,Dara Patel,6,1456.18,0.05,8300.23,5739.1
ORD-1497,2025-09-08,Central,Clothing,Hat,Fei Lin,5,1266.97,0.1,5701.37,4037.78
ORD-1498,2024-08-10,South,Electronics,Phone,Eli Khan,5,1034.62,0.15,4397.13,2153.72
ORD-1499,2025-07-09,Central,Clothing,Jacket,Fei Lin,2,1144.75,0.1,2060.55,1224.2
ORD-1500,2025-03-03,Central,Clothing,Hat,Ana Cruz,5,1318.05,0.05,6260.74,4335.51
ORD-1501,2024-01-26,South,Furniture,Chair,Chen Wu,1,1010.33,0,1010.33,535.57
ORD-1502,2025-11-30,Central,Furniture,Chair,Ana Cruz,1,1040.53,0,1040.53,531.92
ORD-1503,2025-01-02,Central,Furniture,Desk,Fei Lin,4,1117.48,0.1,4022.93,2279.66
ORD-1504,2024-10-21,East,Clothing,T-Shirt,Eli Khan,7,590.52,0.2,3306.91,2456.2
ORD-1505,2024-02-25,West,Electronics,Tablet,Ben Lee,4,936.53,0.2,2996.9,2122.21
ORD-1506,2025-10-10,South,Clothing,Jacket,Fei Lin,4,1167.58,0,4670.32,2513.82
ORD-1507,2024-03-17,East,Electronics,Phone,Ben Lee,2,575.14,0.05,1092.77,583.25
ORD-1508,2024-06-13,North,Clothing,Jacket,Ben Lee,1,505.89,0.15,430.01,314.44
ORD-1509,2024-11-26,North,Clothing,T-Shirt,Fei Lin,5,743.47,0.1,3345.62,2057.72
ORD-1510,2024-11-21,West,Clothing,Jeans,Eli Khan,3,788.1,0.2,1891.44,1137.78
ORD-1511,2025-07-03,East,Furniture,Desk,Chen Wu,6,343.48,0,2060.88,1337.51
ORD-1512,2024-10-27,North,Electronics,Monitor,Ana Cruz,8,1495.0,0.2,9568.0,6464.52
ORD-1513,2025-11-15,South,Furniture,Sofa,Ana Cruz,4,1358.18,0.1,4889.45,3547.7
ORD-1514,2025-11-29,North,Furniture,Sofa,Eli Khan,2,588.03,0.1,1058.45,706.19
ORD-1515,2025-01-18,South,Clothing,Hat,Chen Wu,8,737.9,0,5903.2,4247.26
ORD-1516,2025-06-10,North,Electronics,Laptop,Fei Lin,3,1457.87,0.2,3498.89,2139.19
ORD-1517,2024-03-08,West,Electronics,Phone,Fei Lin,7,1255.96,0,8791.72,5374.61
ORD-1518,2024-03-14,North,Clothing,Jeans,Ana Cruz,1,696.95,0,696.95,321.55
ORD-1519,2024-07-01,West,Furniture,Lamp,Dara Patel,2,868.82,0,1737.64,1256.83
ORD-1520,2025-04-06,Central,Clothing,Sneakers,Ana Cruz,7,484.86,0.05,3224.32,2102.22
ORD-1521,2025-10-18,North,Clothing,Hat,Chen Wu,2,1137.6,0.1,2047.68,949.42
ORD-1522,2025-05-29,West,Electronics,Tablet,Dara Patel,5,915.75,0,4578.75,3111.64
ORD-1523,2025-02-08,West,Clothing,T-Shirt,Eli Khan,8,247.14,0,1977.12,970.6
ORD-1524,2024-10-29,East,Clothing,Jeans,Ana Cruz,5,1020.77,0.2,4083.08,2899.57
ORD-1525,2025-07-20,Central,Clothing,Jeans,Eli Khan,2,77.03,0.1,138.65,87.21
ORD-1526,2024-03-28,South,Furniture,Chair,Ben Lee,6,329.43,0.15,1680.09,1185.2
ORD-1527,2024-07-07,Central,Electronics,Monitor,Ana Cruz,5,303.57,0,1517.85,988.57
ORD-1528,2025-07-16,South,Furniture,Lamp,Fei Lin,2,446.62,0,893.24,469.14
ORD-1529,2025-08-17,East,Furniture,Bookshelf,Eli Khan,6,205.4,0.15,1047.54,545.1
ORD-1530,2024-03-12,Central,Electronics,Tablet,Ben Lee,8,684.21,0.1,4926.31,3191.4
ORD-1531,2025-08-02,South,Clothing,Jacket,Ben Lee,6,1438.61,0,8631.66,3896.76
ORD-1532,2025-10-18,West,Furniture,Bookshelf,Dara Patel,6,214.44,0.15,1093.64,600.92
ORD-1533,2025-04-01,North,Furniture,Bookshelf,Chen Wu,8,834.23,0,6673.84,4295.72
